㐀	⿱⿰↔⺊⺊一
𢎙	⿱⿱𠃌㇉⿱𠃌㇉
𢎚	⿹弓丶
𢎛	⿻弓丶
𢎜	𢎜
𢎝	⿱㇉
𢎞	⿰弓𠃋
𢎟	⿻弓丨
𢎠	⿷弓丨
𢎡	⿰弓乀
𢎢	⿰弓人
𢎣	⿻⿱㇒丨弓
𢎤	⿰弓又
𢎥	⿹弓二
𢎦	⿱𠆢弓
𢎧	⿱⿱丿弓
𢎨	⿹⿻弓丨㇒
𢎩	⿰弓九
𢎪	⿰弓几
𢎫	⿰弓
𢎬	⿰弓⿵八丶
𢎭	⿰弓巾
𢎮	⿱⿻弓人一
𢎯	⿻⿻⿻㇐㇂㇒弓
𢎰	⿰弓⿱一⿻一㇉
𢎱	𢎱
𢎲	⿰弓⿱八一
𢎳	⿰弓土
𢎴	⿱弓大
𢎵	⿻⿻弓⿰丿丨丨
𢎶	⿱⿻弓人一
𢎷	⿰弓方
𢎸	⿰弓⿱一⿱一
𢎹	⿰弓⿻人
𢎺	⿰弓⿱幺丨
𢎻	⿰弓⿱⿱乛丶⿱乛亅
𢎼	⿰弓支
𢎽	⿰弓及
𢎾	⿰弓⿱一大
𢎿	⿰弓攵
𢏀	⿰弓⿱𠆢⿱乛丶
𢏁	⿰弓⿱一幺
𢏂	⿰弓斤
𢏃	⿳⺈冖弓
𢏄	⿰弓⿰弓丨
𢏅	⿱弓火
𢏆	⿰弓古
𢏇	⿱⿻弓⿰丿丨弓
𢏈	⿰弓⿰丨⿱
𢏉	⿰弓⿷匚久
𢏊	⿰弓⿻干丷
𢏋	⿰弓⿱宀匕
𢏌	⿰弓⿰丿戈
𢏍	⿰弓⿱⺊巳
𢏎	⿰弓⿴囗⿰丿㇄
𢏏	⿰弓⿱𠆢小
𢏐	⿰弓⿸⿻冖丿厶
𢏑	⿰弓⿻丷⿻二丨
𢏒	⿰⿱㇒〾⿻乚一⿹弓⿰丿丿
𢏓	⿰弓⿱厶大
𢏔	⿱⿹勹日弓
𢏕	⿰弓⿵冂⿱一口
𢏖	⿱羽弓
𢏗	⿱⿱一廾弓
𢏘	⿲干弓干
𢏙	⿰弓羊
𢏚	⿻弓⿱工工
𢏛	⿰弓糸
𢏜	⿰弓多
𢏝	⿲弓弓弓
𢏞	⿰弓⿱⿱乛水一
𢏟	⿰弓⿱厶⿻冂人
𢏠	⿰弓⿰氵工
𢏡	⿰弓⿱⿰㇒土儿
𢏢	⿰⿻口⿻一⿰丨丨弓
𢏣	⿰弓⿻口⿻一⿰丨丨
𢏤	⿰弓⿳厶八夊
𢏥	⿰弓⿱日干
𢏦	⿰弓⿱厶矢
𢏧	⿰弓角
𢏨	⿱⿰扌斤弓
𢏩	⿺𠃊⿹弓
𢏪	⿱⿰扌⿻二人弓
𢏫	⿰弓⿱山支
𢏬	⿰弓⿻从土
𢏭	⿰弓⿱亠⿱厶⿲丿丨乚
𢏮	⿰弓⿻⿰片爿一
𢏯	⿰弓虎
𢏰	⿰弓⿱⺈⿻亅
𢏱	⿰弓⿱臼儿
𢏲	⿰弓⿱⿻一厶木
𢏳	⿰弓⿱丷⿱一廾
𢏴	⿰弓⿱⿻⿱㇒十⿱⿻一⿰丨丨一一
𢏵	⿰弓⿻⿱一⿺人⺊
𢏶	⿰弓⿱十
𢏷	⿰弓⿸尸出
𢏸	⿰弓⿱亠糸
𢏹	⿰弓⿱宀⿱一⿺人⺊
𢏺	⿲弓⿱一⿻冂人弓
𢏻	⿰⿱⺈⿹⿺㇉㇀⿹弓⿱㇒㇒
𢏼	⿰弓⿱⿱⿻一⿰丨丨一木
𢏽	⿰？⿹弓冫
𢏾	⿰弓⿱止𧘇
𢏿	⿰弓⿱宀⿰夕㔾
𢐀	⿰⿰弓弓⿱一⿻人口
𢐁	⿲弓糸弓
𢐂	⿰弓⿱日⿱一⿺人⺊
𢐃	⿰弓⿸户⿵冂⿻一⿰丨丨
𢐄	⿰弓⿱⿱一𧰨
𢐅	⿰⿹弓彡⿹弓彡
𢐆	⿲弓⿱口口弓
𢐇	⿰弓⿱⿱十廾木
𢐈	⿰⿰弓弓⿱一白
𢐉	⿹⿻弓⿱土匚日
𢐊	⿰弓⿱方
𢐋	⿰弓⿸⿱㇒丿虎
𢐌	⿲弓束弓
𢐍	⿰弓⿰⿱山⿱一儿攵
𢐎	⿰弓⿱丷⿻⿳一八⿰丨丨
𢐏	⿰弓⿸⿱㇒丿⿸虍人
𢐐	⿲弓⿱㇒糸弓
𢐑	⿰⿰弓弓⿴囗⿱人人
𢐒	⿰弓⿱山⿰月月
𢐓	⿱⿰弓⿱弓
𢐔	⿰弓⿰彳⿱从⿺人⺊
𢐕	⿰弓⿱⿱一⿻口⿰丨丨示
𢐖	⿰弓⿱艹⿱日廾
𢐗	⿰弓魚
𢐘	⿰弓⿰弓⿱
𢐙	⿱⿰⿱士⿻尸丨殳弓
𢐚	⿰弓⿴囗⿹戈⿱口一
𢐛	⿰弓⿱宀⿻⿱一⿺人⺊
𢐜	⿰⿰弓弓⿴⿱一⿻人口人
𢐝	⿲弓⿱一白⿱⿱一丨巳
𢐞	⿰弓⿱丷⿱⿻⿴囗丨丷日
𢐟	⿰弓⿱⿱⿱㇒大口⿵冂口
𢐠	⿰弓⿱⿱㇒米田
𢐡	⿰弓⿰⿱一⿻人口⿱一⿻人口
𢐢	⿰⿹弓冫⿱⿱八厶羽
𢐣	⿰弓⿻⿱⺈口𧰨
𢐤	⿰弓⿰⿱一白⿱一白
𢐥	⿲弓⿱爫缶弓
𢐦	⿱⿰⿸尸口辛弓
𢐧	⿱⿰⿱艹⿹勹口攵弓
𢐨	⿲弓⿱⿹勹⿻凵丿⿹勹⿻凵丿弓
𢐩	⿰⿰弓耳⿱㇒虫
𢐪	⿰弓⿱⿻口⿻一⿰丨丨⿸厂⿱二
𢐫	⿱⿲弓米弓⿱⿵𠆢丶乛
𢐬	⿲弓⿱⿻夕丶言弓
𢐭	⿵⿱㇒冂⿱⿰𤣩王⿰弓弓
𢐮	⿲弓⿱米田弓
𢐯	⿳⿱⿰↔⺊⺊工⿻⿱㇒扌弓
𢐰	⿰弓⿱雨⿱一⿱㇒⿵冂⿰丨丨
𢐱	⿳⿱⿰↔⺊⺊土⿻⿱㇒扌弓
𢐲	⿲弓⿱⿱㇒米田弓
𢐳	⿰弓⿱艹⿵冂⿲⿱㐅乂丨⿱㐅乂
𢐴	⿹弓⿲⿳人人丨⿳人人丨⿳人人丨
𢐵	⿲弓言⿱厶虫
𢐶	⿰弓⿱⿱⿻一⿰丨丨一⿻丨⿵冂⿰⿱㐅乂⿱㐅乂
𢐷	⿲弓⿱丷⿱⿻⿴囗丨丷日弓
𢐸	⿰弓⿸虍⿱田皿
𢐹	⿲弓⿱⿱亠⿴囗口⿱日一弓
𢐺	⿲弓⿱⿱⿻⿱㇒十⿱⿻一⿰丨丨一凵⿹勹厶弓
𢐻	⿰弓⿱⿱亠⿱口日⿱⿰↔⺊⺊干
𢐼	⿲弓⿱⿱⿻土㇒日火弓
𢐽	⿰⿱⿰↔⺊⺊干⿱⿹弓⿴囗夊土
𢐾	⿲弓⿱⿻土从糸弓
𢐿	⿰弓⿱亠⿳吅⿱⿻⿱一一⿰丨丨一𧘇
𢑀	⿰弓⿸⿸广林米
𢑁	⿰弓⿱艹⿻⿻丨⿻⿰片爿一
𢑂	⿱⿰⿱爫缶⿱㇒糸弓
𢑃	⿰弓⿱⿻⿱一丨⿱八⿵冂⿰⿱㐅乂⿱㐅乂土
𢑄	⿰弓⿰⿱爫缶⿱㇒糸
𢑅	⿳⿴𦥑⿵冂⿱一口一⿰弓弓
𢑆	⿰弓⿱艹⿱吅隹
𢑇	⿰弓⿱⿱艹隹臼
𢑈	⿰弓⿰⿱⿻夕丶言⿱㇒糸
𢑉	⿱⿰⿱⿻夕丶言⿱㇒糸弓
𢑊	⿰弓⿱⿰⿱⿰㇒土儿⿱⿰㇒土儿貝
𢑋	⿱⿰⿱一⿸⿻𠃋丿乚⿱一⿸⿻𠃋丿乚⿲弓鬲弓
𢑌	⿲弓⿱⿱⿱䒑土灬⿱⿱䒑土大弓
𢑍	⿱⿲弓⿱𠂉母弓⿲弓⿱⿱一口田弓
𢑎	⿱⿰弓⿰⿱𠂉母⿱亠⿱厶⿲丿丨乚⿲弓⿱⿱一口田弓
𢑏	⿰⿰丿𫜹
𢑐	⿱⿲㇒丨丶
𢑑	⿱𫜹𫜹
𢑒	⿰𫜹女
𢑓	⿳⿱一儿乂
𢑔	⿱⿹口
𢑕	⿳一⿰力力
𢑖	⿱⿻日丨
𢑗	⿳⿱一㇒⿰冫⿰亅
𢑘	⿱⿻凵⿰冫⿰亅
𢑙	⿳⿰丿㇇水
𢑚	⿱⿰⿷匚一丨⿸厂𫜹
𢑛	⿳⿱一⿱㇒㇒⿲⿱㇒㇒丨⿱丶丶
𢑜	⿱⿹勹田
𢑝	⿰⿱𫜹𫜹⿸⿻冖丿乚
𢑞	⿳⿱一⿵八⿱一⿰丿㇇巾
𢑟	⿳𫜹冖⿰亻戈
𢑠	⿰⿱𫜹𫜹⿱𠂉⿻乜丨
𢑡	⿸⿱厂豕
𢑢	⿳日⿱⿱㇒㇒巾
𢑣	⿱⿱一⿱⿰⿱一大
𢑤	⿳𫜹冖束
𢑥	⿱⿱冖⿻日木
𢑦	⿰⿳⿱一冖巾⿱刀口
𢑧	⿰⿱𫜹𫜹束
𢑨	⿰⿱水⿱水
𢑩	⿰⿱⿱一⿱⿱㇒㇒巾⿻⿻丨冂
𢑪	⿰⿱𧰨⿹勹口
𢑫	⿰⿱𫜹𫜹⿱土
𢑬	⿰⿱𫜹𫜹⿻木从
𢑭	⿳⿱冖田⿱⿱㇒㇒巾
𢑮	⿰⿱𫜹𫜹⿻⿱⿰⺄⿰⺄⿰⿱㇒丿丨
𢑯	⿳𫜹⿴囗⿻㐅⿳丶⿰丶丶丶木
𢑰	⿰⿱⿹工⿹工⿱𫜹𫜹
𢑱	⿱⿱一⿱⿰米分大
𢑲	⿰⿳𫜹米人糸
𢑳	⿰⿱𧰨⿱⿻土㇒日
𢑴	⿳𫜹⿰米糸大
𢑵	⿰⿱𫜹𫜹⿱⿱㇒米田
𢑶	⿰⿱𫜹𫜹⿱⿸广⿻冂人⿰丿戈
𢑷	⿳⿱一⿱冖⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿱㇒㇒巾
𢑸	⿳口⿱⿰夕巾
𢑹	⿱⿱⿰⿻三丨⿻三丨𫜹⿱一
𢑺	⿳⿸⿻丿㇏⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿱㇒㇒巾
𢑻	⿰⿱𫜹𫜹⿸广⿱⿻冂人⿵⿰丿戈𠃌
𢑼	⿰⿱勿豕⿳𫜹夕巾
𢑽	⿳⿱𫜹𫜹⿱不不⿱不不
𢑾	⿰⿱⿰冫⿰亅⿱日⿱共⿰冫⿰亅
𢑿	⿳⿳𫜹冖吅⿰⿻日土殳木
𢒀	⿵⿹𠄎丿彡
𢒁	⿰⿹𠄎丿彡
𢒂	⿺九彡
𢒃	⿱𠆢⿰丨彡
𢒄	⿷工彡
𢒅	⿳一⿰丨彡一
𢒆	⿰忄彡
𢒇	⿺⿱一⿱一儿彡
𢒈	⿰⿻二⿰丿丨彡
𢒉	⿱彡且
𢒊	⿱大⿸厂彡
𢒋	⿰〾⿱丶水彡
𢒌	⿰⿱亠巾彡
𢒍	⿰⿻弓⿰丿丨彡
𢒎	⿰⿱冖⿱一⿱一儿彡
𢒏	⿰彡⿺⿻十⺝丶
𢒐	⿰⿻从土彡
𢒑	⿰⿱从干彡
𢒒	⿰⿱爫子彡
𢒓	⿰⿱勿彡
𢒔	⿰⿻豕丶彡
𢒕	⿰⿱止𧘇彡
𢒖	⿰⿹戈⿱口一彡
𢒗	⿰⿱日勿彡
𢒘	⿺⿸⺶乚彡
𢒙	⿰⿻日木彡
𢒚	⿰⿱⿱一⿰冫⿰亅彡
𢒛	⿰⿱⺊⿱日十彡
𢒜	⿰⿸虍人彡
𢒝	⿺⿵⿰丿⺄⿷匚⿳丨丨彡
𢒞	⿰⿻木⿴囗丷彡
𢒟	⿰⿱⺊貝彡
𢒠	⿰⿳日⿰丿㇇巾彡
𢒡	⿰⿻吅土彡
𢒢	⿱⿰牜⿱𠆢彡
𢒣	⿱⿱一白⿱大彡
𢒤	⿰彡⿴囗豕
𢒥	⿰⿱羽⿱𠆢彡⿰𠄌丨
𢒦	⿰⿱⿱⺊口⿲⿱㇒㇒丨⿱丶丶彡
𢒧	⿺⿱日𧰨彡
𢒨	⿰⿱十⿱日十⿱𠆢彡
𢒩	⿰彡⿰彳⿱止⿺人⺊
𢒪	⿰⿱豕彡
𢒫	⿰彡⿳𫜹⿰工口寸
𢒬	⿰彡⿱日⿱亠⿱口小
𢒭	⿰⿳⺊目⿲⿱㇒㇒丨⿱丶丶彡
𢒮	⿳少白⿱大彡
𢒯	⿲口⿸虍巾彡
𢒰	⿰⿸⿻一丿⺝⿻⿹戈⿱口一⿱㇒㇒
𢒱	⿰⿱止⿵⿵⿰丿戈一𣥂彡
𢒲	⿱亠⿰彡⿰彳⿱止⿺人⺊
𢒳	⿰⿳日冖禾⿱彡又
𢒴	⿲⿻⿱一丨⿰丿㇄⿳白⿰丿㇇巾彡
𢒵	⿰⿱⿴𦥑幺⿱一火彡
𢒶	⿰⿳亠㐅⿸厂彡⿻⿱⺈口𧰨
𢒷	⿱⿰彡頁⿱立口
𢒸	⿲⿱匕矢⿱⿱一自止彡
𢒹	⿰⿸广⿱林林彡
𢒺	⿰⿸⿸广林非彡
𢒻	⿳⿲木⿱㐅乂木冖⿰⿱⿱⿻一⿰丨丨一日彡
𢒼	⿰彳乙
𢒽	⿰彳乚
𢒾	⿰彳⿰𠄌丨
𢒿	⿰彳㔾
𢓀	⿰彳⿺⿻㇐㇂丶
𢓁	⿰彳工
𢓂	⿰彳土
𢓃	⿰彳
𢓄	⿰彳⿱一廾
𢓅	⿰彳从
𢓆	⿰彳⿱一⿱一儿
𢓇	⿰彳⿻冂人
𢓈	⿰彳⿹勹冫
𢓉	⿰彳⿸⿱㇒丿又
𢓊	⿰彳止
𢓋	⿰彳⿰卩
𢓌	⿰彳⿱亠八
𢓍	⿰彳⿱一大
𢓎	⿰彳⿱一幺
𢓏	⿰彳⿻冂⿱一一
𢓐	⿰彳牛
𢓑	⿰彳欠
𢓒	⿰彳⿻冂土
𢓓	⿰彳⿸⿱𠂉丨二
𢓔	⿰彳立
𢓕	⿰彳⿱⺊口
𢓖	⿰彳⿱不一
𢓗	⿰彳⿰止匕
𢓘	⿰彳⿱夂⺀
𢓙	⿰彳⿰弓人
𢓚	⿰彳⿸尸匕
𢓛	⿰彳⿻一木
𢓜	⿰彳⿱夂口
𢓝	⿰彳⿻儿
𢓞	⿰彳⿱⿱乛水一
𢓟	⿰彳⿻⿲丿丨丨
𢓠	⿰彳⿱⿰㇒土儿
𢓡	⿰彳⿻大弓
𢓢	⿰彳⿱大⿱一⿱一㇉
𢓣	⿰彳⿻⿳一冂𠆢丨
𢓤	⿰彳⿱夂⿻⿱一𠃋丨
𢓥	⿰彳光
𢓦	⿲彳⿻土一卩
𢓧	⿰彳⿰土⿻乜丨
𢓨	⿰彳⿴囗大
𢓩	⿰彳⿱㇒⿻一止
𢓪	⿰彳⿱厶矢
𢓫	⿰彳辛
𢓬	⿰彳⿱㐅⿸⿻一丿巾
𢓭	⿰彳⿳厶八夊
𢓮	⿰彳⿱⺌⺝
𢓯	⿰彳⿰犭王
𢓰	⿰彳⿱爫女
𢓱	⿰彳⿱夂⿻三丨
𢓲	⿰彳⿱⿱一𫝀口
𢓳	⿰彳⿱由⿱一㇉
𢓴	⿰彳⿱日夊
𢓵	⿰彳⿱禾⿹𠄎丿
𢓶	⿰彳⿱⿱乛丶⿵⺆⿻二丨
𢓷	⿲彳⿱𠂉十⿻卩丶
𢓸	⿰彳⿱⿱⿻凵丨一土
𢓹	⿲彳巾攵
𢓺	⿰彳⿱⿱⺊一⿺人⺊
𢓻	⿰彳豕
𢓼	⿰彳⿱目匕
𢓽	⿰彳⿳⿱㇒㇒厶大
𢓾	⿰彳谷
𢓿	⿰彳⿱夂心
𢔀	⿰彳⿳𫜹冖又
𢔁	⿰彳⿱夊
𢔂	⿰彳⿱大⿻日乚
𢔃	⿰彳⿱舟夊
𢔄	⿰彳⿱⺊⿱日十
𢔅	⿰彳⿻木日
𢔆	⿰彳⿰氵立
𢔇	⿰彳⿹勹缶
𢔈	⿰彳⿶凵⿱乛⿰冫⿰亅
𢔉	⿰彳⿳一巛⿱㇒土
𢔊	⿰彳⿰矢口
𢔋	⿰彳⿰木⿱八厶
𢔌	⿰彳⿱⿱㇒⿻日丿十
𢔍	⿰彳⿳八𠆢⺝
𢔎	⿰彳⿱山⿱丶王
𢔏	⿰彳⿳爫冖又
𢔐	⿱⿰彳⿹勹日⿱一㇉
𢔑	⿰彳⿱⿻丷⿻二人㔾
𢔒	⿰彳⿱日日
𢔓	⿰彳⿱⿻三人⿻二丨
𢔔	⿰彳⿱⿻⿱乛亅⿰口又一
𢔕	⿰彳⿱日⿸⿻一丿又
𢔖	⿲彳⿰㇒⿻二人⿱一丁
𢔗	⿰彳⿱⿱㇒大止
𢔘	⿰彳⿰⿱㐅⿸⿻一丿厶卩
𢔙	⿰彳⿱⿱亠从十
𢔚	⿰彳⿱亠⿹勹方
𢔛	⿰彳⿱土⿱丷干
𢔜	⿲彳丨⿱夂彡
𢔝	⿰彳⿱⿻⿱㇒十⿱⿻一⿰丨丨一一
𢔞	⿲彳⿱⿸⿱𠂉十一𠃊九
𢔟	⿰彳⿱⿹⿱⿱乛丶⿱乛亅㇒木
𢔠	⿰彳⿱目支
𢔡	⿰彳⿱比白
𢔢	⿰彳⿱⿰⺝刂
𢔣	⿰彳⿶臼⿱㇒十
𢔤	⿰彳⿱⺊貝
𢔥	⿰彳⿱田⺝
𢔦	⿰彳⿸尸羊
𢔧	⿰彳⿸尸⿱丷⿱一廾
𢔨	⿰彳⿱𦉭寸
𢔩	⿲彳丨⿱从⿺人⺊
𢔪	⿰彳⿱⿻土㇒日
𢔫	⿲彳缶⿵几丶
𢔬	⿲彳⿱⿰㇒土儿⿱一丁
𢔭	⿰彳⿸厂辛
𢔮	⿲彳⿱厶⺝⿱一丁
𢔯	⿰彳⿰束刂
𢔰	⿰彳⿸⿻尸丨目
𢔱	⿰彳⿰谷卩
𢔲	⿰彳⿱⿱一⿰⿰匚丿⿰丨田
𢔳	⿰彳⿱⿴又丶虫
𢔴	⿰彳⿰⿱⿱一𫝀口阝
𢔵	⿰彳⿱⿱⿻⿱一一⿰丨丨一⿻冂土
𢔶	⿰彳⿱見寸
𢔷	⿰彳⿰犭⿱⿱⿻凵丨一土
𢔸	⿰彳鬲
𢔹	⿰彳⿹戈⿱口山
𢔺	⿰彳⿰犭⿱山王
𢔻	⿰彳⿱宀豕
𢔼	⿰彳⿰虫攵
𢔽	⿰彳⿱日⿱土寸
𢔾	⿰彳⿰⿱㇒殳
𢔿	⿰彳⿰釒十
𢕀	⿰彳⿸⿱㇒丿⿱十
𢕁	⿲彳⿱王廾⿱一丁
𢕂	⿰彳⿹戈⿱口土
𢕃	⿰彳⿱⿺𠃊口耳
𢕄	⿲彳⿳山一⿰𠄌丿攵
𢕅	⿲彳⿱山方⿱一丁
𢕆	⿰彳⿱⿱一廾心
𢕇	⿰彳⿰亻⿱从⿺人⺊
𢕈	⿰彳⿱从耳
𢕉	⿰彳⿱⿻⿶乂丶丶虫
𢕊	⿱⿰彳⿹勹日⿱八⿱一㇉
𢕋	⿲彳⿱宀⿱一⿱一儿⿱一丁
𢕌	⿰彳⿸尸辛
𢕍	⿰彳⿱⿰刀田
𢕎	⿰彳⿱立⿻⿻口丨一
𢕏	⿰彳⿻⿻日丨⿱⿱艹一一
𢕐	⿰彳⿰方⿱𠂉⿱乛⿺人⺊
𢕑	⿰彳⿳亠⿴幺十
𢕒	⿰彳⿳亠⿱口口夊
𢕓	⿰彳⿷匚⿱口吅
𢕔	⿰彳⿱立⿱日十
𢕕	⿰彳⿱⿱厶⿰厶厶⿱𠆢彡
𢕖	⿰彳⿱⿱⿱一⿻口⿰丨丨大巳
𢕗	⿰彳⿱宀⿱大⿹丁口
𢕘	⿰彳⿱山隹
𢕙	⿰彳⿰犭⿱子皿
𢕚	⿰彳⿰氵⿱⿱日一寸
𢕛	⿰彳⿱⿹勹⿱亠日夊
𢕜	⿲彳⿱⿱𠂉十止⿻卩丶
𢕝	⿰彳⿺辶⿱夂⿻三丨
𢕞	⿰彳⿱⿱十目心
𢕟	⿰彳⿰⿱⿻土一⿰丿𠃌攵
𢕠	⿰彳⿱⿱乛丶⿴囗⿱丷⿱一大
𢕡	⿰彳⿰束攵
𢕢	⿰彳⿰車欠
𢕣	⿰彳⿰車攵
𢕤	⿰彳⿺走月
𢕥	⿲彳⿱士示⿱一丁
𢕦	⿲彳丨⿱夂⿱丶⿸⿰𠄌𫜹
𢕧	⿲彳⿳一几攵
𢕨	⿰彳⿳白冖方
𢕩	⿰彳⿰彳⿱从⿺人⺊
𢕪	⿰彳⿱⿱⿱㇒大口⿵冂口
𢕫	⿰彳⿰⿱士示欠
𢕬	⿰彳⿱⿰⿹刀㇒⿹刀㇒⿰止止
𢕭	⿰彳⿰⿱乛耳攵
𢕮	⿰彳⿱⿱巾口
𢕯	⿰彳⿱⿱一⿻口⿰丨丨⿱日十
𢕰	⿰彳⿱⿱丷酉寸
𢕱	⿰彳⿳止日少
𢕲	⿲彳⿱⿰冫⿰亅攵
𢕳	⿲彳走⿹𠃌⿱一口
𢕴	⿲彳⿱十⿱日十攵
𢕵	⿲彳⿱共巳⿱一丁
𢕶	⿰彳⿳一夊
𢕷	⿰彳⿱爫⿵⿰丿⿳𠃍𠃍𠃌灬
𢕸	⿰彳⿱米⿰夕⿻⿱一𠃋丨
𢕹	⿲彳⿳亠厶田攵
𢕺	⿰彳⿱止⿵⿵⿰丿戈一𣥂
𢕻	⿰彳⿸⿱⺈厂⿱八言
𢕼	⿰彳⿳罒⿱一口𧘇
𢕽	⿲彳⿱白⿻凵人戈
𢕾	⿰彳⿰⿸尸口辛
𢕿	⿲彳⿱去日攵
𢖀	⿰⿰彳⿻⿻丨二⿻⿱口口丨
𢖁	⿲彳⿱⿱𫝀口⿻三丨阝
𢖂	⿰彳⿺走⿵冂⿱一口
𢖃	⿲彳丨⿳⿱⿻⿰丨丨丷一䒑⿻二人
𢖄	⿲彳⿱山虫攵
𢖅	⿲彳⿱山言⿱一丁
𢖆	⿰彳⿰角⿱刀牛
𢖇	⿰彳⿸
𢖈	⿰彳⿱羽隹
𢖉	⿰⿰彳鬲攵
𢖊	⿰彳⿰訁⿱由⿱一㇉
𢖋	⿲彳⿱土⿱田廾⿱一丁
𢖌	⿰彳⿱山⿵⿰丿戈⿱⿱⺊一小
𢖍	⿲彳魚⿱一丁
𢖎	⿰彳⿱⿱⿱一⿻口⿰丨丨大⿰丨⿱
𢖏	⿰彳⿱士⿱罒貝
𢖐	⿰彳⿸鹿灬
𢖑	⿰彳⿱⿰⿻二人⿻二人貝
𢖒	⿰彳⿱⿱心夊
𢖓	⿰彳⿸尸⿰彳⿱⿱𠂉日夊
𢖔	⿰彳⿱日⿱共⿰冫⿰亅
𢖕	⿰⿰彳⿱幺夊⿱米女
𢖖	⿰⿱米女⿰彳⿱幺夊
𢖗	⿰束⿰彳⿱从⿺人⺊
𢖘	⿰彳⿳⿱宀⿻三丨罒心
𢖙	⿰彳⿸⿸厂⿰禾禾止
𢖚	⿰彳⿳⿱日出大⺗
𢖛	⿲彳丨⿱夂黑
𢖜	⿲彳⿱立⿻日土攵
𢖝	⿰彳⿹⿻戈从⿱非一
𢖞	⿰彳⿱⿱⿱⺈口比⿷⿱⺈⿸⿻口丿乚丶
𢖟	⿰彳⿰⿱爫缶⿱㇒糸
𢖠	⿰彳⿱⿰貝貝女
𢖡	⿲彳⿱去⿱⿰幺幺廾⿱一丁
𢖢	⿲彳⿱⿻口⿻一⿰丨丨⿸厂⿱二攵
𢖣	⿰彳⿱⿴𦥑⿱㇒⿴囗㐅⿱一火
𢖤	⿰彳⿺⿱日⿱一⿺人⺊頁
𢖥	⿰彳⿸⿸广林非
𢖦	⿰彳⿱⿱⿰目目隹又
𢖧	⿰彳⿱⿳吅⿱⿻⿱一一⿰丨丨一𧘇
𢖨	〾⿳⿲彳韋⿱一丁一⿱⿲⿰丿㇇丨又⿰夕巾
𢖩	⿲丿乚丶
𢖪	⿰忄乚
𢖫	⿱刀心
𢖬	⿰忄匕
𢖭	⿰忄㔾
𢖮	⿺乙⿻心㇒
𢖯	⿰忄几
𢖰	⿱力心
𢖱	⿰忄⿹𠄎丿
𢖲	⿰忄⿱㇒〾⿻乚一
𢖳	⿰忄⿱一⿻一亅
𢖴	⿱⿱𠂉乙心
𢖵	⿰忄女
𢖶	⿱工心
𢖷	⿰忄工
𢖸	⿰忄弓
𢖹	⿰忄小
𢖺	⿰忄⿺⿻㇐㇂丶
𢖻	⿱心夊
𢖼	⿱⿺⿻㇐㇂丶心
𢖽	⿱土心
𢖾	⿰忄⿱㇒几
𢖿	⿱⿲㇒丨丶心
𢗀	⿱口心
𢗁	⿱心
𢗂	⿳乛⿱一㇉心
𢗃	⿰忄⿱一⿱一㇉
𢗄	⿰忄⿱一卜
𢗅	⿰忄⿺𠃊人
𢗆	⿰忄⿻⿻一丿乀
𢗇	⿰忄夕
𢗈	⿰⿻心㇒丁
𢗉	⿰忄⿻冂人
𢗊	⿱⿱𠆢⿰丿丨心
𢗋	⿰忄⿹勹冫
𢗌	⿰忄巴
𢗍	⿱⿱⿻凵丨一心
𢗎	⿰忄殳
𢗏	⿱⿱一⿱一⿰丿丨心
𢗐	⿱⿸⿻冖丿乚心
𢗑	⿰忄⿱冖几
𢗒	⿰忄⿻三丨
𢗓	⿱⿹一心
𢗔	⿰忄⿱⿱一丨⿰𠃊𠃌
𢗕	⿰忄⿹勹厶
𢗖	⿰忄⿱㇒士
𢗗	⿰忄犬
𢗘	⿰忄勿
𢗙	⿰忄⿱⿸⿱一丨一㇉
𢗚	⿰忄歹
𢗛	⿰忄⿱㐅十
𢗜	⿰忄⿸尸㇏
𢗝	⿰忄⿱一⿱一
𢗞	⿰忄⿸⿻一丿厶
𢗟	⿰忄⿱⿻一丿几
𢗠	⿰忄⿰〾⿻乚一刀
𢗡	⿰忄攵
𢗢	⿰忄⿱㇒廾
𢗣	⿱⿻土一心
𢗤	⿱⿻二人心
𢗥	⿱⿹⿺⿻㇐㇂丶一心
𢗦	⿱木心
𢗧	⿱⿰〾⿻乚一刀心
𢗨	⿱水心
𢗩	⿱⿱㇒土心
𢗪	⿱氏心
𢗫	⿱不心
𢗬	⿱⿹⿻丁𠃋㇒心
𢗭	⿱日心
𢗮	⿰心⿶凵㐅
𢗯	⿱月心
𢗰	⿰心心
𢗱	⿱⿻丨心
𢗲	⿰忄⿻二人
𢗳	⿰忄毛
𢗴	⿰忄⿱八⿱一㇉
𢗵	⿰忄⿰子乚
𢗶	⿰忄⿱一⿵冂一
𢗷	⿰忄水
𢗸	⿰忄⿻十⺀
𢗹	⿱斤心
𢗺	⿱⿻心㇒⿱亠𠃊
𢗻	⿱⿱亠八心
𢗼	⿰忄户
𢗽	⿰忄比
𢗾	⿰忄⿰卩
𢗿	⿰忄⿻一木
𢘀	⿰忄⿺⿸⿻一丿又丶
𢘁	⿱⿵冂⿻一⿰丨丨心
𢘂	⿱⿰亻女心
𢘃	⿰忄母
𢘄	⿰忄⿴囗人
𢘅	⿱⿹⿱⿱乛丶⿱乛亅㇒心
𢘆	⿰忄⿱一日
